header,title,title_url,channel,time
YouTube,Watched KSI Reacts To Logan Paul Slap Knocking Man Out In Viral Video,https://www.youtube.com/watch?v=XZ-SZXcyuFw,HollywoodLife,2020-03-18T20:54:37.831Z
YouTube,Watched X-TENSE 🌹 Bolero [PABLO S01] feat Los Cavakitos,https://www.youtube.com/watch?v=agChvGmTGsg,x rood x,2020-03-18T13:27:02.239Z
YouTube,Watched X-TENSE - P DE PABLITO prod by X-TENSE,https://www.youtube.com/watch?v=qh1naLe2nvc,x rood x,2020-03-18T13:23:56.736Z
YouTube,Watched X-TENSE ⏳ Ay Ay Ay ft Cristiana Reis (prod por X-TENSE),https://www.youtube.com/watch?v=8xCJkA8efhE,x rood x,2020-03-18T13:19:46.821Z
YouTube,Watched HUGO SOUSA | FORA DO CONTEXTO,https://www.youtube.com/watch?v=VGuc3_ySKmw,Hugo Sousa,2020-03-18T13:09:54.012Z
YouTube,Watched EGO por Roda Bota Fora | Episódio 6 | Está na hora de voltar a jogar o Roda Bota Fora,https://www.youtube.com/watch?v=6nim5CiUTZ4,FOX Comedy Portugal,2020-03-18T12:50:46.747Z
YouTube,Watched Amor com Humor se paga,https://www.youtube.com/watch?v=mGfjatsb7nM,MALUCO BELEZA,2020-03-18T12:49:36.036Z
YouTube,Watched Fkj & Masego - Tadow,https://www.youtube.com/watch?v=hC8CH0Z3L54,Fkj,2020-03-18T12:48:55.419Z
YouTube,Watched Paolo Nutini - Let Me Down Easy [Acoustic],https://www.youtube.com/watch?v=bC5_gJXUh-I,Paolo Nutini,2020-03-18T12:45:15.040Z
YouTube,Watched Jorja Smith: NPR Music Tiny Desk Concert,https://www.youtube.com/watch?v=yXrlhebkpIQ,NPR Music,2020-03-18T12:32:45.805Z
YouTube,Watched Paolo Nutini - Iron Sky [Abbey Road Live Session],https://www.youtube.com/watch?v=ELKbtFljucQ,Paolo Nutini,2020-03-18T12:26:23.932Z
YouTube,Watched TASH SULTANA - JUNGLE (LIVE BEDROOM RECORDING),https://www.youtube.com/watch?v=Vn8phH0k5HI,Tash Sultana,2020-03-18T12:18:28.293Z
YouTube,Watched Paolo Nutini - Scream (Funk My Life Up) [Acoustic],https://www.youtube.com/watch?v=uQ5zYwiEUrA,Paolo Nutini,2020-03-18T12:11:47.856Z
YouTube,Watched DownTown | Jazzhop,https://www.youtube.com/watch?v=GGBm9gTY2NU,Fantastic Music,2020-03-18T11:25:31.812Z
YouTube,Watched Jazzy Town | Lofi & JazzHop,https://www.youtube.com/watch?v=u4ENF5OCtkY,Fantastic Music,2020-03-18T11:08:46.552Z
YouTube,Watched AlphaGo - The Movie | Full Documentary,https://www.youtube.com/watch?v=WXuK6gekU1Y,DeepMind,2020-03-17T22:54:16.102Z
YouTube,Watched Chill Study Beats 4 • jazz & lofi hiphop Mix [2017],https://www.youtube.com/watch?v=8iU8LPEa4o0,Chillhop Music,2020-03-17T22:53:42.319Z
YouTube,Watched Childish Gambino - Redbone (Official Audio),https://www.youtube.com/watch?v=Kp7eSUU9oy8,ChildishGambinoVEVO,2020-03-17T22:09:56.955Z
YouTube,Watched Fkj & Masego - Tadow,https://www.youtube.com/watch?v=hC8CH0Z3L54,Fkj,2020-03-17T22:09:06.689Z
YouTube,Watched Paolo Nutini - Don't Let Me Down - Amazing cover of The Beatles's song,https://www.youtube.com/watch?v=cF52fvlTln4,MusicForLife,2020-03-17T22:05:18.567Z
YouTube,Watched Paolo Nutini - Let Me Down Easy [Acoustic],https://www.youtube.com/watch?v=bC5_gJXUh-I,Paolo Nutini,2020-03-17T22:01:38.277Z
YouTube,Watched TASH SULTANA - JUNGLE (LIVE BEDROOM RECORDING),https://www.youtube.com/watch?v=Vn8phH0k5HI,Tash Sultana,2020-03-17T20:53:55.259Z
YouTube,Watched Paolo Nutini - Scream (Funk My Life Up) [Acoustic],https://www.youtube.com/watch?v=uQ5zYwiEUrA,Paolo Nutini,2020-03-17T20:50:13.522Z
YouTube,Watched ESTÚDIO DE SONHO 2020 - A ÚLTIMA TOUR !!!!,https://www.youtube.com/watch?v=iUEAGKoLrWw,Bernardo Almeida,2020-03-17T18:54:05.316Z
YouTube,Watched midnight aura. [lofi / jazzhop / chill mix],https://www.youtube.com/watch?v=tgI6PjEq0O8,The Jazz Hop Café,2020-03-17T18:19:48.280Z
YouTube,Watched Coffee shop vibes... 😴,https://www.youtube.com/watch?v=kyvnngAEIpY,STEEZYASFUCK,2020-03-17T17:49:45.084Z
YouTube,Watched 6 PÃES E MEIA BROA,https://www.youtube.com/watch?v=JkicTzi39_M,Pedro Pires,2020-03-17T17:21:25.299Z
YouTube,Watched Snow Sports Battle | Dude Perfect,https://www.youtube.com/watch?v=1BjgBoummtE,Dude Perfect,2020-03-17T17:04:19.744Z
YouTube,Watched ESPALHÁMOS AMOR NA MAIOR FESTA DO PAÍS! | FESTA MISTÉRIO - CARNAVAL | Entrevistas Bang Bang,https://www.youtube.com/watch?v=-atNxpCR58c,Lots Of Joker,2020-03-17T15:52:33.279Z
YouTube,Watched Gato Fedorento - vamos todos falecer,https://www.youtube.com/watch?v=4b95MCszOxY,Pedro Prata,2020-03-17T12:27:49.603Z
YouTube,Watched QUARANTINE STREAM: DAY ONE,https://www.youtube.com/watch?v=pLvY9M-RcFk,Marc Rebillet,2020-03-17T12:21:23.832Z
YouTube,"Watched Ministra anuncia primeira morte em Portugal e pede ""responsabilidade""",https://www.youtube.com/watch?v=pSZtRBO6ga0,Observador,2020-03-17T12:20:19.854Z
YouTube,Watched LIVE: The DP Quarantine Classic - 3 Point Shootout,https://www.youtube.com/watch?v=fRyBPsmqemU,Dude Perfect,2020-03-17T12:19:39.895Z
YouTube,Watched The Rollable Smartphone?,https://www.youtube.com/watch?v=ASwVyfebu3E,Marques Brownlee,2020-03-17T12:19:33.878Z
YouTube,"Watched Fkj Live at La Fée Electricité, Paris",https://www.youtube.com/watch?v=xuc9C-C6Ldw,Fkj,2020-03-17T12:13:03.177Z
YouTube,Watched Paolo Nutini - Better Man [Acoustic],https://www.youtube.com/watch?v=Nsx-JVymaGk,Paolo Nutini,2020-03-17T11:39:38.301Z
YouTube,Watched DA WEASEL - Re-Tratamento [ Official Music Video ],https://www.youtube.com/watch?v=langBiTd0LA,Warner Music Portugal,2020-03-17T11:18:38.777Z
YouTube,Watched Dialectos da ternura,https://www.youtube.com/watch?v=3OA8t9e919I,Da Weasel - Topic,2020-03-17T11:14:30.929Z
YouTube,Watched Casa -vem fazer de conta (feat. Manel Cruz),https://www.youtube.com/watch?v=17iYJ6bI2A8,Da Weasel - Topic,2020-03-17T11:09:30.386Z
YouTube,Watched Plutonio - África Minha Feat. Bonga (Video Oficial) Prod. By Plutonio,https://www.youtube.com/watch?v=ZtB4cHI9_Uw,Plutonio 2765,2020-03-17T11:03:59.149Z
YouTube,Watched CharlieBeats x Domi x Vasco Ruivo - Amanhã: Tributo a Zeca Afonso (2019),https://www.youtube.com/watch?v=JwuuOj0ZMFk,Charlie Beats,2020-03-17T10:59:55.480Z
YouTube,Watched Ready to Die - Andrew W.K,https://www.youtube.com/watch?v=P0TzUNti3rY,BananaofDoom,2020-03-17T09:40:32.388Z
YouTube,Watched What Bill Gates is afraid of,https://www.youtube.com/watch?v=9AEMKudv5p0,Vox,2020-03-17T09:00:48.741Z
YouTube,Watched Jurgen Klopp Answers the Web's Most Searched Questions About Him | Autocomplete Challenge,https://www.youtube.com/watch?v=ad26KAM8CEM,Soccer AM,2020-03-16T23:00:41.820Z
YouTube,Watched Pep Guardiola Answers the Web's Most Searched Questions About Him | Autocomplete Challenge,https://www.youtube.com/watch?v=8fzU1QvFN-k,Sky Sports Football,2020-03-16T22:54:58.533Z
YouTube,"Watched Bárbara Norton de Matos - ""eu tinha muitos medos..."" - (2/3)",https://www.youtube.com/watch?v=w_whL3rHhT0,MALUCO BELEZA,2020-03-16T22:54:16.496Z
YouTube,Watched [Euro 2016] Portugal 1-0 France - Portuguese from another camera - Euro2016 Final,https://www.youtube.com/watch?v=uvXUxjBi9oM,This is The End Times,2020-03-16T22:38:23.834Z
YouTube,Watched The BET that will change 2020 FOREVER! Ep. 236,https://www.youtube.com/watch?v=3yhoNaeXU5M,Sailing La Vagabonde,2020-03-16T22:37:00.050Z
YouTube,Watched Fkj & Tom Misch - Losing My Way,https://www.youtube.com/watch?v=X4Q7d0CtYyk,Fkj,2020-03-16T22:34:40.397Z
YouTube,Watched Fkj & Masego - Tadow,https://www.youtube.com/watch?v=hC8CH0Z3L54,Fkj,2020-03-16T22:26:36.386Z
YouTube,Watched Paolo Nutini - Let Me Down Easy [Acoustic],https://www.youtube.com/watch?v=bC5_gJXUh-I,Paolo Nutini,2020-03-16T22:22:53.785Z
YouTube,Watched Paolo Nutini - Iron Sky [Abbey Road Live Session],https://www.youtube.com/watch?v=ELKbtFljucQ,Paolo Nutini,2020-03-16T22:16:34.607Z
YouTube,Watched Paolo Nutini - Don't Let Me Down - Amazing cover of The Beatles's song,https://www.youtube.com/watch?v=cF52fvlTln4,MusicForLife,2020-03-16T22:15:43.305Z
YouTube,Watched TASH SULTANA - JUNGLE (LIVE BEDROOM RECORDING),https://www.youtube.com/watch?v=Vn8phH0k5HI,Tash Sultana,2020-03-16T22:07:46.428Z
YouTube,Watched Paolo Nutini - Scream (Funk My Life Up) [Acoustic],https://www.youtube.com/watch?v=uQ5zYwiEUrA,Paolo Nutini,2020-03-16T22:04:08.641Z
YouTube,Watched DYBALA SE ARRISCA NO PORTUGUÊS E IMPRESSIONA REPÓRTER!,https://www.youtube.com/watch?v=c5kzECOOmfo,MFM - Esporte Interativo,2020-03-16T22:03:33.844Z
YouTube,Watched Euro 2016 Final Portugal x France (last 3 minutes of extra time),https://www.youtube.com/watch?v=soTHy2B0KC4,Dsnike D,2020-03-16T22:03:30.063Z
YouTube,Watched SURPRISING MY ASSISTANT FOR HER BIRTHDAY!!,https://www.youtube.com/watch?v=tMbRu3YkmJo,David Dobrik,2020-03-16T22:02:46.534Z
YouTube,Watched Unbox Therapy Coronavirus Update,https://www.youtube.com/watch?v=jfsFvKJnUK8,Unbox Therapy,2020-03-16T21:55:57.776Z
YouTube,Watched SHUTTERSPEED - EASY EXPLAINED 📷 Photography Tutorial for Beginner,https://www.youtube.com/watch?v=1wHtRelnbRk,Benjamin Jaworskyj,2020-03-16T21:10:21.229Z
YouTube,Watched What is ISO? Photography tutorial for DSLR beginners,https://www.youtube.com/watch?v=mB4xLIz27ts,Sydney Portraits,2020-03-16T21:10:10.827Z
YouTube,Watched Viajar Sem Bens Essenciais? DICAS de Cuidados Pessoais,https://www.youtube.com/watch?v=RctlFlP6OrQ,Make It Happen,2020-03-16T21:01:38.649Z
YouTube,"Watched Bárbara Norton de Matos - ""a pior abordagem que podem ter comigo é..."" - Maluco Beleza",https://www.youtube.com/watch?v=0L-IgPMwF7I,MALUCO BELEZA,2020-03-16T19:52:57.291Z
YouTube,"Watched THINKING, FAST AND SLOW BY DANIEL KAHNEMAN | ANIMATED BOOK SUMMARY",https://www.youtube.com/watch?v=uqXVAo7dVRU,FightMediocrity,2020-03-16T19:52:39.554Z
YouTube,Watched CONFRONTING LITTLE BROTHERS BULLY!!,https://www.youtube.com/watch?v=J0CG7V7AsRY,David Dobrik,2020-03-16T17:36:15.141Z
YouTube,Watched COVID-19 - Uma mensagem do Dr. Guilherme Duarte,https://www.youtube.com/watch?v=CVXI0uueQG4,PorFalarNoutraCoisa,2020-03-16T17:27:11.723Z
YouTube,Watched STUNT DRIVING EDITION | Dude Perfect,https://www.youtube.com/watch?v=WM0XViFp1M0,Dude Perfect,2020-03-16T17:24:37.523Z
YouTube,Watched Fast Food by Poker Alho (Vídeo Oficial),https://www.youtube.com/watch?v=J6c3NuCxNmk,Poker Alho,2020-03-16T17:23:41.398Z
YouTube,Watched Neroche - Moontide Theory (Hugo Kant Edit),https://www.youtube.com/watch?v=ZFI7xoIHt-Q,DLoaw,2020-03-16T14:02:18.426Z
YouTube,Watched Paolo Nutini - Candy - Isle of Wight Festival 2015 - Live,https://www.youtube.com/watch?v=IHauhYNSBog,isleofwightfestival,2020-03-16T13:52:29.893Z
YouTube,Watched https://www.youtube.com/watch?v=yTtPLN5USYE,https://www.youtube.com/watch?v=yTtPLN5USYE,,2020-03-16T13:50:59.262Z
YouTube,Watched COMO TODOS FAZEM | RUI CRUZ,https://www.youtube.com/watch?v=cGl6uOSiXFU,Rui Cruz,2020-03-16T13:23:41.628Z
YouTube,Watched Summer's End | Chill & Jazzhop,https://www.youtube.com/watch?v=icS__xweWnU,Fantastic Music,2020-03-16T12:13:34.889Z
YouTube,Watched L'indécis - Full Performance (Chillhop Live Session),https://www.youtube.com/watch?v=lneQpcssBcA,Chillhop Music,2020-03-16T11:58:16.524Z
YouTube,Watched 1 A.M Study Session 📚 - [lofi hip hop/chill beats],https://www.youtube.com/watch?v=lTRiuFIWV54,ChilledCow,2020-03-16T11:48:33.512Z
YouTube,Watched Lofi hip hop mix - Beats to Relax/Study to [2018],https://www.youtube.com/watch?v=-FlxM_0S2lA,ChilledCow,2020-03-16T09:29:06.162Z
YouTube,Watched lofi hip hop radio - beats to sleep/chill to,https://www.youtube.com/watch?v=DWcJFNfaw9c,ChilledCow,2020-03-16T09:29:01.484Z
YouTube,Watched Guided Sleep Meditation: The Haven of Peace. Ultra Deep Relaxation. Dark Screen,https://www.youtube.com/watch?v=TP2gb2fSYXY,The Honest Guys - Meditations - Relaxation,2020-03-15T23:13:16.619Z
YouTube,Watched IN NEW YORK I MILLY ROCK,https://www.youtube.com/watch?v=ZdVhkYShNoo,Roy Purdy,2020-03-15T22:21:12.117Z
YouTube,Watched they TRASHED my studio,https://www.youtube.com/watch?v=supEpsHzkkU,CaseyNeistat,2020-03-15T22:12:12.122Z
YouTube,Watched How to Study with INTENSE Focus - 7 Essential Tips,https://www.youtube.com/watch?v=hP5TNI_2VRs,Thomas Frank,2020-03-15T22:02:35.864Z
YouTube,Watched Flip Edition | Dude Perfect,https://www.youtube.com/watch?v=8YydogFXCPM,Dude Perfect,2020-03-15T21:57:07.797Z
YouTube,Watched Yussef Dayes & Alfa Mist,https://www.youtube.com/watch?v=bzdyJVKg5Xc,JABA ONIANI,2020-03-15T20:59:26.507Z
YouTube,Watched Alfa Mist x Yussef Dayes | FULL SESSION | Live @ Red Bull Studios,https://www.youtube.com/watch?v=HFjACDhqToI,Red Bull Music,2020-03-15T20:33:42.377Z
YouTube,Watched Yussef Dayes X Alfa Mist - Love Is The Message (Live @ Abbey Road) ft.Mansur Brown & Rocco Palladino,https://www.youtube.com/watch?v=NwVtIPeYIeQ,Yussef Dayes,2020-03-15T20:33:35.760Z
YouTube,Watched Everything Vanessa Hudgens Does in a Day | Vanity Fair,https://www.youtube.com/watch?v=I-QmLTzNoBk,Vanity Fair,2020-03-15T20:27:02.427Z
YouTube,Watched What is OLAP?,https://www.youtube.com/watch?v=2ryG3Jy6eIY,Intricity101,2020-03-15T20:25:51.861Z
YouTube,Watched The Quiet Life of the King of the Mountain,https://www.youtube.com/watch?v=Vao7T4__0Xw,Great Big Story,2020-03-15T19:43:38.581Z
YouTube,Watched The Brightest Laptop Money Can Buy,https://www.youtube.com/watch?v=F__Id3ke16E,Unbox Therapy,2020-03-15T19:39:58.247Z
YouTube,Watched SEGUNDO #84 - Salvador Martinha sobre o tempo e a vaidade,https://www.youtube.com/watch?v=EZHzBc5dQa0,Môce dum Cabréste - Segundo Canal,2020-03-15T19:38:27.984Z
YouTube,Watched Success in a distracted world: DEEP WORK by Cal Newport,https://www.youtube.com/watch?v=gTaJhjQHcf8,Productivity Game,2020-03-15T18:47:37.295Z
YouTube,Watched Daily Consistency = Massive Results: THE COMPOUND EFFECT by Darren Hardy | Core Message,https://www.youtube.com/watch?v=qDxDCtZ9UkE,Productivity Game,2020-03-15T18:47:27.546Z
YouTube,Watched HOW TO WIN FRIENDS AND INFLUENCE PEOPLE by Dale Carnegie | Animated Core Message,https://www.youtube.com/watch?v=_uA_HkOJGjY,Productivity Game,2020-03-15T18:37:39.920Z
YouTube,Watched RICCO CALIENTE ft EL KAN - ZUMBA (VIDEOCLIP OFICIAL),https://www.youtube.com/watch?v=wfNcrr4A90o,Ricco Caliente,2020-03-15T17:25:27.771Z
YouTube,Watched Gramatik Re:Coil Deluxe (Full Album Stream) (Official Visualizer),https://www.youtube.com/watch?v=S9sKU1eLNyk,Gramatik,2020-03-15T14:41:49.948Z
YouTube,"Watched Tyler, The Creator: NPR Music Tiny Desk Concert",https://www.youtube.com/watch?v=N1w-hDiJ4dM,NPR Music,2020-03-15T13:47:52.351Z
YouTube,Watched SURPRISING MY ASSISTANT WITH BRAND NEW CAR!!,https://www.youtube.com/watch?v=zDE6Ea72_t8,David Dobrik,2020-03-15T13:40:08.625Z
YouTube,Watched DAD SWITCHES LIVES WITH MY ASSISTANT!!,https://www.youtube.com/watch?v=52kj2rAbA10,David Dobrik,2020-03-15T13:36:13.756Z
YouTube,Watched The Race All-Star esports Battle - Australian F1 GP alternative event (rFactor 2 + surprise circuit),https://www.youtube.com/watch?v=Hpq9oMLTc-k,THE RACE,2020-03-15T13:34:56.829Z
YouTube,Watched David Dobrik Experiences Real Pain While Eating Spicy Wings | Hot Ones,https://www.youtube.com/watch?v=mmlyHMLeo1o,First We Feast,2020-03-15T13:27:05.007Z
YouTube,Watched HALFPIPE. a real love story.,https://www.youtube.com/watch?v=8kyNZNzeQ-E,Miguel Luz,2020-03-15T13:20:56.302Z
YouTube,"Watched Mentalidade 'Dia Um', com Jeff Bezos [Legendado Português]",https://www.youtube.com/watch?v=hObNkXnr3iQ,Buyandhold Brasil,2020-03-15T13:14:14.513Z
YouTube,Watched Elon Musk's Basic Economics,https://www.youtube.com/watch?v=h97fXhDN5qE,Wendover Productions,2020-03-15T13:03:31.101Z
YouTube,Watched TOUCH MY BODY CHALLENGE c/ANGIE COSTA,https://www.youtube.com/watch?v=uVTjo4h3EMY,Diogo Costa,2020-03-15T12:55:51.682Z
YouTube,"Watched Tyler, The Creator - EARFQUAKE / NEW MAGIC WAND (Live at the 2020 GRAMMYs)",https://www.youtube.com/watch?v=IJilkMPqvs0,"Tyler, The Creator",2020-03-15T02:11:10.118Z
YouTube,"Watched Tyler, the Creator Wins Wins Best Rap Album | 2020 GRAMMYs Acceptance Speech",https://www.youtube.com/watch?v=OdRB1pwDRwA,Recording Academy / GRAMMYs,2020-03-15T02:08:31.160Z
YouTube,Watched A Incrível História de Jonas Pistolas,https://www.youtube.com/watch?v=B-mFxf6DukY,Guilherme Cabral,2020-03-15T02:02:47.409Z
YouTube,"Watched If you challenge Messi, you will regret it",https://www.youtube.com/watch?v=RPol9PGRvtE,Yakopsen Football,2020-03-15T02:01:44.778Z
YouTube,Watched Mac Miller - Good News [Official Music Video],https://www.youtube.com/watch?v=aIHF7u9Wwiw,Mac Miller,2020-03-15T01:53:54.268Z
YouTube,Watched Homeshake - Call Me Up,https://www.youtube.com/watch?v=hCwZ-oTyVjI,David Dean Burkhart,2020-03-15T01:51:45.487Z
YouTube,Watched INSTAGRAM DECIDE O QUE FAÇO DURANTE A QUARENTENA | Torres,https://www.youtube.com/watch?v=BzfnYVHdCIc,Torres14x,2020-03-14T23:46:09.301Z
YouTube,Watched Everything John Cena Does in a Day | Vanity Fair,https://www.youtube.com/watch?v=GnYGcx4EmN8,Vanity Fair,2020-03-14T23:29:05.556Z
YouTube,Watched Everything Terry Crews Does in a Day | Vanity Fair,https://www.youtube.com/watch?v=7Tx4PXDW35g,Vanity Fair,2020-03-14T23:23:30.568Z
YouTube,Watched Everything Action Bronson Does in a Day | Vanity Fair,https://www.youtube.com/watch?v=pnlfsdzuPpo,Vanity Fair,2020-03-14T23:18:40.454Z
YouTube,Watched Everything Anthony Mackie Does in a Day | Vanity Fair,https://www.youtube.com/watch?v=HhFFZvWl0jA,Vanity Fair,2020-03-14T23:11:03.401Z
YouTube,Watched 10 Things Anthony Mackie Can't Live Without | GQ,https://www.youtube.com/watch?v=hDrKBLTzdUI,GQ,2020-03-14T23:05:38.232Z
YouTube,Watched First Time in Full Length: Lewandowski's 9-Minute Miracle,https://www.youtube.com/watch?v=OmKbGOARXao,Bundesliga,2020-03-14T22:58:13.510Z
YouTube,Watched Legendary Substitutions,https://www.youtube.com/watch?v=cpJW9NPVp0I,SportsHD,2020-03-14T22:49:47.207Z
YouTube,Watched RODA BOTA FORA #5 NERVE,https://www.youtube.com/watch?v=IP4Xejymiw0,FreakShowProdz,2020-03-14T22:40:26.529Z
YouTube,Watched All Sports Golf Battle 2 | Dude Perfect,https://www.youtube.com/watch?v=-RmUADCWI4A,Dude Perfect,2020-03-14T22:28:01.222Z
YouTube,Watched Baseball Trick Shots | Dude Perfect,https://www.youtube.com/watch?v=ygtvRzTLPNo,Dude Perfect,2020-03-14T22:24:43.719Z
YouTube,Watched o resto da tua vida __ o casting (VI),https://www.youtube.com/watch?v=kCFW1eoWmss,Carlos Coutinho Vilhena,2020-03-14T22:07:16.705Z
YouTube,Watched RODA BOTA FORA #15 - JOÃO ANDRÉ - PORTO DE MÓS,https://www.youtube.com/watch?v=OcAWN50QMu8,FreakShowProdz,2020-03-14T21:36:43.321Z
YouTube,Watched Ornatos Violeta @ Coliseu do Porto 31-10-2012,https://www.youtube.com/watch?v=euemZk55C9w,José Maria Araújo,2020-03-14T20:38:11.579Z
YouTube,Watched RODA BOTA FORA #1 OS PRIMOS,https://www.youtube.com/watch?v=urTm2XAzf80,FreakShowProdz,2020-03-14T20:02:20.998Z
YouTube,Watched RODA BOTA FORA #4 DIOGO FARO,https://www.youtube.com/watch?v=u1eJLrR2w7c,FreakShowProdz,2020-03-14T19:59:48.840Z
YouTube,Watched Mac Miller - My Favorite Part (feat. Ariana Grande) [Official Music Video],https://www.youtube.com/watch?v=J_8xCOSekog,Mac Miller,2020-03-14T19:57:04.475Z
YouTube,Watched Mac Miller - My Favorite Part (feat. Ariana Grande) [Official Live],https://www.youtube.com/watch?v=Ndf-eMyEVG8,Mac Miller,2020-03-14T19:52:14.672Z
YouTube,Watched Mac Miller - Hand Me Downs [Official Music Video],https://www.youtube.com/watch?v=fYEXdCCpfVQ,Mac Miller,2020-03-14T19:51:19.936Z
YouTube,Watched Mac Miller - Good News [Official Music Video],https://www.youtube.com/watch?v=aIHF7u9Wwiw,Mac Miller,2020-03-14T19:43:53.678Z
YouTube,Watched Anderson .Paak & The Free Nationals: NPR Music Tiny Desk Concert,https://www.youtube.com/watch?v=ferZnZ0_rSM,NPR Music,2020-03-14T19:34:46.468Z
YouTube,Watched Jorja Smith: NPR Music Tiny Desk Concert,https://www.youtube.com/watch?v=yXrlhebkpIQ,NPR Music,2020-03-14T19:22:12.137Z
YouTube,Watched Homeshake - Fresh Air (Full Album),https://www.youtube.com/watch?v=ps8D1Fu-K8E,Phone Sex,2020-03-14T19:20:47.743Z
YouTube,Watched Homeshake - Call Me Up,https://www.youtube.com/watch?v=hCwZ-oTyVjI,David Dean Burkhart,2020-03-14T19:18:12.163Z
YouTube,"Watched THINKING, FAST AND SLOW by Daniel Kahneman | Core Message",https://www.youtube.com/watch?v=UO4BNlFkCZY,Productivity Game,2020-03-14T17:37:04.093Z
YouTube,Watched Joe Rogan: A Day (or So) in the Life of UFC's Funniest Guy,https://www.youtube.com/watch?v=uP7mGG9sNlQ,Rolling Stone,2020-03-14T17:35:25.585Z
YouTube,Watched CDC director says some COVID-19 deaths diagnosed as flu-related in U.S.,https://www.youtube.com/watch?v=Y_dU2RCqWs4,New China TV,2020-03-14T17:29:45.822Z
YouTube,Watched L'indécis - Full Performance (Chillhop Live Session),https://www.youtube.com/watch?v=lneQpcssBcA,Chillhop Music,2020-03-14T16:28:58.629Z
YouTube,Watched Joe Rogan Experience #1169 - Elon Musk,https://www.youtube.com/watch?v=ycPr5-27vSI,PowerfulJRE,2020-03-14T16:00:33.348Z
YouTube,Watched Joe Rogan & Ben Shapiro Discuss Marijuana Use,https://www.youtube.com/watch?v=1GW0WHOJpqY,JRE Clips,2020-03-14T15:55:21.732Z
YouTube,Watched Announcer Says the N Word on Nation Television,https://www.youtube.com/watch?v=oF-Ouft6ieU,Alex Chunat,2020-03-14T15:02:14.185Z
YouTube,Watched Im Mexican i can say N*****,https://www.youtube.com/watch?v=EPObWLXoCpE,Max,2020-03-14T14:59:01.650Z
YouTube,Watched Os Tuneza A Grande Diversidade Dos Animais,https://www.youtube.com/watch?v=v73hWAOR9Ls,Miguel Ferreira,2020-03-14T03:35:59.646Z
YouTube,Watched Dragon Ball Z - A Saga do Secador de cabelo,https://www.youtube.com/watch?v=QeXzOhxIgqg,Nigelisk Markov,2020-03-14T03:31:28.811Z
YouTube,Watched tartaruga genial e as putas,https://www.youtube.com/watch?v=_aTZh_joJS0,ricardopaiva27,2020-03-14T03:26:27.363Z
YouTube,Watched PUTTING HIS DRUNK TEXTS ON A BILLBOARD!!,https://www.youtube.com/watch?v=xX70GuZfs1Q,David Dobrik,2020-03-14T03:20:29.869Z
YouTube,"Watched What the Hell, I'm SAILING AROUND THE WORLD? Ep. 235",https://www.youtube.com/watch?v=DkrHziQjhqg,Sailing La Vagabonde,2020-03-14T01:19:50.078Z
YouTube,"Watched Ice Cube, Kevin Hart And Conan Help A Student Driver  - CONAN on TBS",https://www.youtube.com/watch?v=1Za8BtLgKv8,Team Coco,2020-03-14T01:00:01.573Z
YouTube,Watched Adele Carpool Karaoke,https://www.youtube.com/watch?v=Nck6BZga7TQ,The Late Late Show with James Corden,2020-03-14T00:38:16.588Z
YouTube,Watched Foo Fighters Carpool Karaoke,https://www.youtube.com/watch?v=5Xe0Qd6bUFo,The Late Late Show with James Corden,2020-03-14T00:35:52.864Z
YouTube,Watched PROVANDO COMIDA DOS SIMPSONS NA VIDA REAL,https://www.youtube.com/watch?v=EWO0mbzR69c,wuant,2020-03-14T00:21:01.459Z
YouTube,Watched REVELANDO A MINHA NOVA CASA,https://www.youtube.com/watch?v=GHBQDfRzAQQ,wuant,2020-03-14T00:11:29.359Z
YouTube,Watched Bucket List: Aircraft Carrier,https://www.youtube.com/watch?v=gqdwyXC4Jwk,Dude Perfect,2020-03-13T23:53:01.963Z
YouTube,Watched TENTARAM ROUBAR A MINHA CONTA DO YOUTUBE E GOOGLE !!,https://www.youtube.com/watch?v=AovdTRPkMes,Tiago Ramos,2020-03-13T23:44:20.849Z
YouTube,Watched Fui roubado..,https://www.youtube.com/watch?v=vK-X1SWnflI,Tiago Ramos,2020-03-13T23:42:39.484Z
YouTube,Watched Xiaomi Mi 10 PRO: RIVAL S20 Ultra [CARREGA em 20min],https://www.youtube.com/watch?v=nkA4-Z3efFc,Nuno Agonia,2020-03-13T23:41:34.128Z
YouTube,Watched Huawei Matebook D14 - MELHOR PORTÁTIL até 700€ ??,https://www.youtube.com/watch?v=l385wKDxd-0,Bernardo Almeida,2020-03-13T23:35:01.988Z
YouTube,Watched Green Day “American Idiot” Live on the Howard Stern Show,https://www.youtube.com/watch?v=VxyRBiJTa_k,The Howard Stern Show,2020-03-13T23:25:13.837Z
YouTube,Watched Green Day “Wake Me Up When September Ends” Live on the Howard Stern Show,https://www.youtube.com/watch?v=GRCm6D1YJno,The Howard Stern Show,2020-03-13T23:21:19.639Z
YouTube,"Watched Dave Grohl sings My Hero with daughter Violet Grohl, Foo Fighters Live Leeds Festival 2019",https://www.youtube.com/watch?v=ZKb0lQlCYOE,Stephen Bentley,2020-03-13T23:21:11.605Z
YouTube,Watched Foo Fighters - Dave Grohl Returns after breaking his leg & sings Hero in HD,https://www.youtube.com/watch?v=k9RDUCDiQ6U,Adam Davis,2020-03-13T23:19:58.523Z
